image_id,preprocess_ms,forward_ms,post_ms,total_ms
6894,4.52,2098.65,0.16,2106.44
6954,4.48,2172.86,0.16,2181.83
7088,4.46,1942.41,0.15,1951.2
7108,4.08,2179.48,0.15,2186.89
7278,4.23,2229.26,0.18,2238.42
7281,3.84,2172.76,0.14,2179.6
7386,3.84,1814.62,0.16,1821.92
7511,4.33,1939.69,0.15,1947.56
7574,4.99,1848.44,0.15,1857.12
7784,3.35,1809.74,0.15,1815.17
7795,4.11,1978.42,0.14,1985.86
7816,4.13,1803.21,0.13,1810.84
7818,3.86,1823.79,0.16,1830.46
7888,6.08,1805.89,0.12,1814.88
7977,4.2,1861.52,0.15,1869.63
7991,3.8,2174.1,0.16,2181.56
8021,4.52,1882.62,0.15,1890.99
8211,4.15,2136.86,0.22,2145.27
8277,6.65,1802.05,0.14,1813.13
8532,3.87,2384.93,0.17,2391.69
8629,5.77,1888.9,0.15,1899.26
8690,4.3,2052.0,0.15,2060.76
8762,3.9,1980.04,0.17,1986.36
8844,4.23,1926.89,0.14,1934.18
8899,4.53,1931.97,0.16,1941.44
9378,3.95,2177.25,0.15,2183.85
9400,4.32,1962.96,0.14,1970.62
9448,4.76,1856.52,0.17,1866.7
9483,4.32,2049.6,0.14,2057.4
9590,4.03,1848.34,0.16,1855.85
9769,4.85,2093.12,0.17,2103.38
9772,4.94,1798.15,0.14,1807.73
9891,4.21,1978.31,0.17,1985.89
9914,4.5,1842.89,0.16,1851.12
10092,3.95,1933.53,0.16,1940.67
10363,3.84,1971.37,0.16,1977.92
10583,5.52,2015.27,0.14,2025.32
10707,4.17,2019.16,0.15,2026.5
10764,4.17,2007.46,0.14,2015.48
10977,3.42,2184.71,0.16,2190.21
10995,4.35,2061.49,0.17,2068.72
11051,4.97,2050.17,0.14,2058.2
11122,4.36,1903.95,0.23,1912.79
11149,4.25,2055.65,0.16,2063.16
11197,4.53,1855.49,0.17,1863.62
11511,4.62,1896.96,0.14,1906.26
11615,5.29,2127.34,0.14,2135.96
11699,4.37,2110.37,0.17,2118.74
11760,4.16,1978.06,0.15,1986.85
11813,3.44,2137.42,0.16,2143.05
12062,4.04,1818.42,0.14,1826.61
12120,4.18,2129.63,0.15,2137.13
12280,4.33,1863.43,0.15,1871.34
12576,4.54,1806.82,0.12,1815.88
12639,4.35,1815.72,0.16,1824.75
12667,4.36,1852.45,0.15,1859.66
12670,4.06,2048.0,0.14,2055.73
12748,4.4,2232.12,0.16,2240.37
13004,3.76,2175.23,0.14,2181.77
13177,4.0,1896.54,0.16,1904.27
13201,4.82,2189.08,0.15,2197.21
13291,3.36,2009.47,0.14,2015.4
13348,3.9,2022.43,0.16,2029.65
13546,4.08,2500.53,0.15,2508.03
13597,3.99,2110.13,0.16,2116.82
13659,4.47,2009.23,0.14,2017.78
13729,4.69,2057.98,0.15,2066.57
13774,4.37,1892.97,0.15,1901.19
13923,4.06,1801.62,0.13,1809.43
14007,3.9,1947.37,0.17,1954.45
14038,4.4,1964.77,0.16,1972.95
14226,4.36,2005.67,0.14,2013.08
14380,4.06,2064.32,0.22,2072.34
14439,4.64,1805.11,0.17,1813.79
14473,4.6,1854.96,0.15,1863.76
14831,4.6,2046.32,0.14,2055.19
14888,4.21,1802.02,0.15,1810.25
15079,4.1,1858.3,0.17,1865.24
15254,4.21,1887.7,0.15,1895.15
15272,4.15,1809.29,0.16,1818.53
15278,4.42,1845.76,0.15,1853.99
15335,4.26,1923.84,0.16,1932.46
15338,3.84,1918.21,0.14,1925.88
15440,4.05,2044.92,0.13,2052.12
15497,4.1,2210.34,0.13,2217.24
15517,4.24,2060.56,0.15,2068.61
15597,4.35,2045.8,0.13,2053.67
15660,3.52,1939.21,0.16,1945.72
15746,4.36,2004.63,0.14,2012.95
15751,4.07,1887.47,0.16,1894.56
15956,4.37,1897.63,0.15,1905.97
16010,4.28,1842.4,0.13,1850.47
16228,4.08,1902.63,0.17,1910.37
16249,3.58,2053.28,0.14,2059.49
16439,4.31,2169.04,0.16,2176.4
16451,5.96,1938.16,0.15,1948.65
16502,3.72,2085.26,0.13,2091.49
16598,4.61,2147.66,0.16,2156.8
16958,4.11,1841.15,0.12,1848.67
17029,5.03,2091.01,0.17,2101.71
17031,3.39,1821.45,0.15,1827.29
17115,4.42,1839.66,0.13,1849.22
17178,4.01,2026.89,0.16,2034.43
17182,4.2,1804.4,0.13,1811.69
17207,4.3,2378.74,0.16,2386.41
17379,4.47,1948.79,0.16,1957.07
17436,4.55,2003.9,0.14,2011.71
17627,4.23,1946.82,0.15,1954.94
17714,4.46,2012.53,0.16,2020.92
17899,4.59,1845.86,0.15,1855.33
17905,4.56,1820.77,0.17,1829.48
17959,4.24,1803.5,0.13,1810.88
18150,4.27,1936.31,0.22,1944.73
18193,4.96,1893.43,0.15,1901.68
18380,4.72,1890.4,0.15,1900.4
18491,3.97,1981.61,0.18,1988.32
18519,4.78,2098.13,0.16,2107.06
18575,4.26,1978.73,0.16,1986.65
18737,4.54,1981.73,0.16,1990.82
18770,4.16,1848.46,0.15,1855.48
18833,3.91,1920.15,0.17,1926.85
18837,4.47,2139.78,0.14,2148.5
19042,3.81,2010.23,0.15,2017.52
19109,4.15,1866.13,0.15,1874.74
